,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,
Asia," Turkey, Erzurum",324,28.0 (1.55),30.3 (1.71),..," Turkey, Erzurum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Erzurum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Erzurum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Erzurum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Erzurum",1,0.9 (0.89),0.9 (0.89),0.00 (0.004)," Turkey, Erzurum",6,6.3 (2.55),6.3 (2.55),0.03 (0.013)," Turkey, Erzurum",18,20.3 (4.79),20.3 (4.79),0.10 (0.024)," Turkey, Erzurum",31,41.4 (7.44),41.4 (7.44),0.21 (0.037)," Turkey, Erzurum",39,68.3 (10.94),68.3 (10.94),0.34 (0.055)," Turkey, Erzurum",50,82.2 (11.63),82.2 (11.63),0.41 (0.058)," Turkey, Erzurum",43,98.5 (15.03),98.5 (15.03),0.49 (0.075)," Turkey, Erzurum",36,80.7 (13.44),80.7 (13.44),0.40 (0.067)," Turkey, Erzurum",29,78.1 (14.50),78.1 (14.50),0.39 (0.073)," Turkey, Erzurum",24,79.9 (16.32),79.9 (16.32),0.40 (0.082)," Turkey, Erzurum",21,83.9 (18.31),83.9 (18.31),0.42 (0.092)," Turkey, Erzurum",10,62.6 (19.78),62.6 (19.78),0.31 (0.099)," Turkey, Erzurum",7,54.2 (20.48),54.2 (20.48),0.27 (0.102)," Turkey, Erzurum",9,139.6 (46.53),139.6 (46.53),..,
Asia," Turkey, Eskisehir",1109,57.5 (1.73),44.8 (1.36),..," Turkey, Eskisehir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Eskisehir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Eskisehir",1,0.8 (0.78),0.8 (0.78),0.00 (0.004)," Turkey, Eskisehir",1,0.7 (0.71),0.7 (0.71),0.00 (0.004)," Turkey, Eskisehir",4,2.3 (1.13),2.3 (1.13),0.01 (0.006)," Turkey, Eskisehir",11,7.1 (2.13),7.1 (2.13),0.04 (0.011)," Turkey, Eskisehir",30,19.3 (3.53),19.3 (3.53),0.10 (0.018)," Turkey, Eskisehir",80,53.6 (5.99),53.6 (5.99),0.27 (0.030)," Turkey, Eskisehir",154,107.9 (8.70),107.9 (8.70),0.54 (0.043)," Turkey, Eskisehir",176,124.4 (9.38),124.4 (9.38),0.62 (0.047)," Turkey, Eskisehir",159,131.1 (10.40),131.1 (10.40),0.66 (0.052)," Turkey, Eskisehir",146,140.1 (11.59),140.1 (11.59),0.70 (0.058)," Turkey, Eskisehir",113,132.2 (12.43),132.2 (12.43),0.66 (0.062)," Turkey, Eskisehir",93,138.4 (14.36),138.4 (14.36),0.69 (0.072)," Turkey, Eskisehir",51,91.4 (12.80),91.4 (12.80),0.46 (0.064)," Turkey, Eskisehir",57,132.9 (17.61),132.9 (17.61),0.66 (0.088)," Turkey, Eskisehir",22,85.3 (18.18),85.3 (18.18),0.43 (0.091)," Turkey, Eskisehir",11,93.1 (28.09),93.1 (28.09),..,
Asia," Turkey, Izmir",5844,59.7 (0.78),47.3 (0.63),..," Turkey, Izmir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Izmir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Izmir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Izmir",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Izmir",9,1.2 (0.39),1.2 (0.39),0.01 (0.002)," Turkey, Izmir",62,7.4 (0.93),7.4 (0.93),0.04 (0.005)," Turkey, Izmir",222,25.8 (1.73),25.8 (1.73),0.13 (0.009)," Turkey, Izmir",425,53.3 (2.59),53.3 (2.59),0.27 (0.013)," Turkey, Izmir",643,90.4 (3.56),90.4 (3.57),0.45 (0.018)," Turkey, Izmir",889,127.3 (4.27),127.3 (4.27),0.64 (0.021)," Turkey, Izmir",823,133.9 (4.67),134.0 (4.67),0.67 (0.023)," Turkey, Izmir",687,129.5 (4.94),129.6 (4.94),0.65 (0.025)," Turkey, Izmir",622,149.7 (6.00),149.8 (6.00),0.75 (0.030)," Turkey, Izmir",507,166.7 (7.40),166.7 (7.40),0.83 (0.037)," Turkey, Izmir",375,154.9 (8.00),155.0 (8.00),0.77 (0.040)," Turkey, Izmir",292,148.1 (8.67),148.2 (8.67),0.74 (0.043)," Turkey, Izmir",205,153.1 (10.69),153.1 (10.69),0.77 (0.053)," Turkey, Izmir",81,109.0 (12.11),109.0 (12.12),..,
Asia," Turkey, Samsun",1304,41.3 (1.14),34.8 (0.98),..," Turkey, Samsun",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Samsun",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Samsun",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Samsun",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Samsun",1,0.4 (0.40),0.4 (0.40),0.00 (0.002)," Turkey, Samsun",31,12.9 (2.33),12.9 (2.33),0.06 (0.012)," Turkey, Samsun",49,20.2 (2.88),20.2 (2.88),0.10 (0.014)," Turkey, Samsun",86,37.6 (4.05),37.6 (4.05),0.19 (0.020)," Turkey, Samsun",158,77.6 (6.17),77.6 (6.17),0.39 (0.031)," Turkey, Samsun",228,103.7 (6.86),103.7 (6.86),0.52 (0.034)," Turkey, Samsun",169,96.4 (7.42),96.4 (7.42),0.48 (0.037)," Turkey, Samsun",174,108.3 (8.21),108.3 (8.21),0.54 (0.041)," Turkey, Samsun",136,104.8 (8.98),104.8 (8.98),0.52 (0.045)," Turkey, Samsun",86,84.3 (9.09),84.3 (9.09),0.42 (0.045)," Turkey, Samsun",79,99.0 (11.14),99.0 (11.14),0.49 (0.056)," Turkey, Samsun",75,112.1 (12.94),112.1 (12.94),0.56 (0.065)," Turkey, Samsun",27,61.8 (11.89),61.8 (11.89),0.31 (0.059)," Turkey, Samsun",5,24.6 (10.99),24.6 (10.99),..,
Asia," Turkey, Trabzon",800,41.7 (1.47),34.3 (1.24),..," Turkey, Trabzon",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Trabzon",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Trabzon",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Trabzon",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Turkey, Trabzon",1,0.6 (0.61),0.6 (0.61),0.00 (0.003)," Turkey, Trabzon",12,8.1 (2.34),8.1 (2.34),0.04 (0.012)," Turkey, Trabzon",33,23.6 (4.10),23.6 (4.10),0.12 (0.021)," Turkey, Trabzon",62,46.0 (5.84),46.0 (5.84),0.23 (0.029)," Turkey, Trabzon",86,70.4 (7.59),70.4 (7.59),0.35 (0.038)," Turkey, Trabzon",146,111.3 (9.21),111.3 (9.21),0.56 (0.046)," Turkey, Trabzon",127,116.0 (10.29),116.0 (10.29),0.58 (0.051)," Turkey, Trabzon",58,62.1 (8.15),62.1 (8.15),0.31 (0.041)," Turkey, Trabzon",69,90.1 (10.85),90.1 (10.85),0.45 (0.054)," Turkey, Trabzon",64,99.2 (12.40),99.2 (12.40),0.50 (0.062)," Turkey, Trabzon",53,101.3 (13.91),101.3 (13.91),0.51 (0.070)," Turkey, Trabzon",42,88.4 (13.63),88.4 (13.63),0.44 (0.068)," Turkey, Trabzon",32,82.1 (14.51),82.1 (14.51),0.41 (0.073)," Turkey, Trabzon",15,65.8 (16.99),65.8 (16.99),..,
Asia,"*Viet Nam, Ho Chi Minh City",3639,23.2 (0.38),24.0 (0.42),..,"*Viet Nam, Ho Chi Minh City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Viet Nam, Ho Chi Minh City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Viet Nam, Ho Chi Minh City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Viet Nam, Ho Chi Minh City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*Viet Nam, Ho Chi Minh City",8,0.4 (0.14),0.4 (0.14),0.00 (0.001),"*Viet Nam, Ho Chi Minh City",49,2.6 (0.37),2.6 (0.37),0.01 (0.002),"*Viet Nam, Ho Chi Minh City",124,8.5 (0.77),8.5 (0.77),0.04 (0.004),"*Viet Nam, Ho Chi Minh City",287,21.8 (1.29),21.8 (1.29),0.11 (0.006),"*Viet Nam, Ho Chi Minh City",477,43.1 (1.97),43.1 (1.97),0.22 (0.010),"*Viet Nam, Ho Chi Minh City",707,71.2 (2.68),71.2 (2.68),0.36 (0.013),"*Viet Nam, Ho Chi Minh City",685,75.9 (2.90),75.9 (2.90),0.38 (0.015),"*Viet Nam, Ho Chi Minh City",544,89.9 (3.85),89.9 (3.85),0.45 (0.019),"*Viet Nam, Ho Chi Minh City",308,98.7 (5.62),98.7 (5.62),0.49 (0.028),"*Viet Nam, Ho Chi Minh City",181,65.3 (4.85),65.3 (4.85),0.33 (0.024),"*Viet Nam, Ho Chi Minh City",126,54.4 (4.85),54.4 (4.85),0.27 (0.024),"*Viet Nam, Ho Chi Minh City",84,..,..,..,"*Viet Nam, Ho Chi Minh City",37,..,..,..,"*Viet Nam, Ho Chi Minh City",22,..,..,..,
,,334624,0,0,0,0,2,0,0,0,0,3,0,0,0,0,11,0,0,0,0,61,0,0,0,0,641,0,0,0,0,3167,0,0,0,0,9424,0,0,0,0,21675,0,0,0,0,37893,0,0,0,0,52800,0,0,0,0,49317,0,0,0,0,43098,0,0,0,0,36496,0,0,0,0,26363,0,0,0,0,21191,0,0,0,0,15513,0,0,0,0,9573,0,0,0,0,7310,0,0,0,
Europe,Austria,26362,122.8 (0.76),68.1 (0.45),..,Austria,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Austria,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Austria,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),Austria,7,0.6 (0.22),0.6 (0.22),0.00 (0.001),Austria,23,1.8 (0.37),1.8 (0.37),0.01 (0.002),Austria,109,7.9 (0.76),7.9 (0.76),0.04 (0.004),Austria,327,24.5 (1.35),24.5 (1.35),0.12 (0.007),Austria,736,49.4 (1.82),49.4 (1.82),0.25 (0.009), Austria,1737,101.1 (2.43),101.1 (2.43),0.51 (0.012),Austria,2827,164.1 (3.09),164.1 (3.09),0.82 (0.015),Austria,2598,172.4 (3.38),172.4 (3.38),0.86 (0.017), Austria,2441,190.1 (3.85),190.1 (3.85),0.95 (0.019),Austria,2958,247.8 (4.56),247.8 (4.56),1.24 (0.023),Austria,3452,294.9 (5.02),294.9 (5.02),1.47 (0.025),Austria,3097,314.7 (5.66),314.7 (5.66),1.57 (0.028), Austria,2161,278.3 (5.99),278.3 (5.99),1.39 (0.030),Austria,1966,283.9 (6.40),283.9 (6.40),1.42 (0.032),Austria,1923,280.7 (6.40),280.7 (6.40),..,
Europe,*Belarus,18504,72.9 (0.54),44.2 (0.34),..,*Belarus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belarus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belarus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belarus,1,0.1 (0.07),0.1 (0.07),0.00 (0.000),*Belarus,21,1.1 (0.25),1.1 (0.25),0.01 (0.001),*Belarus,90,4.8 (0.51),4.8 (0.51),0.02 (0.003),*Belarus,271,15.8 (0.96),15.8 (0.96),0.08 (0.005),*Belarus,699,41.2 (1.56),41.2 (1.56),0.21 (0.008),*Belarus,1266,73.8 (2.07),73.8 (2.07),0.37 (0.010),*Belarus,2061,104.9 (2.31),104.9 (2.31),0.52 (0.012),*Belarus,2500,123.2 (2.46),123.2 (2.46),0.62 (0.012),*Belarus,2498,143.3 (2.87),143.3 (2.87),0.72 (0.014),*Belarus,2285,167.8 (3.51),167.8 (3.51),0.84 (0.018),*Belarus,1758,168.5 (4.02),168.5 (4.02),0.84 (0.020),*Belarus,2152,164.7 (3.55),164.7 (3.55),0.82 (0.018),*Belarus,1490,146.0 (3.78),146.0 (3.78),0.73 (0.019),*Belarus,975,129.4 (4.14),129.4 (4.14),0.65 (0.021),*Belarus,437,106.7 (5.10),106.7 (5.10),..,
Europe,*Belgium,51362,185.7 (0.82),109.2 (0.52),..,*Belgium,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belgium,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belgium,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belgium,0,0.0 (0.00),0.0 (0.00),0.00 (0.000),*Belgium,32,1.9 (0.34),1.9 (0.34),0.01 (0.002),*Belgium,212,12.3 (0.84),12.3 (0.84),0.06 (0.004),*Belgium,650,37.2 (1.46),37.2 (1.46),0.19 (0.007),*Belgium,1475,80.0 (2.08),80.0 (2.08),0.40 (0.010),*Belgium,3165,161.7 (2.87),161.7 (2.87),0.81 (0.014),*Belgium,5218,258.0 (3.57),258.0 (3.57),1.29 (0.018),*Belgium,6126,320.5 (4.09),320.5 (4.09),1.60 (0.020),*Belgium,6065,349.0 (4.48),349.0 (4.48),1.74 (0.022),*Belgium,6763,424.8 (5.17),424.8 (5.17),2.12 (0.026),*Belgium,5500,440.8 (5.94),440.8 (5.94),2.20 (0.030),*Belgium,4731,389.2 (5.66),389.2 (5.66),1.95 (0.028),*Belgium,4687,402.8 (5.88),402.8 (5.88),2.01 (0.029),*Belgium,3720,397.3 (6.51),397.3 (6.51),1.99 (0.033),*Belgium,3018,364.2 (6.63),364.2 (6.63),..,
Europe, Bulgaria,18787,97.6 (0.71),54.5 (0.43),.., Bulgaria,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Bulgaria,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Bulgaria,1,0.1 (0.13),0.1 (0.13),0.00 (0.001), Bulgaria,2,0.2 (0.14),0.2 (0.14),0.00 (0.001), Bulgaria,12,1.0 (0.28),1.0 (0.28),0.00 (0.001), Bulgaria,98,7.8 (0.78),7.8 (0.78),0.04 (0.004), Bulgaria,320,23.7 (1.32),23.7 (1.32),0.12 (0.007), Bulgaria,730,54.0 (2.00),54.0 (2.00),0.27 (0.010), Bulgaria,1137,89.3 (2.65),89.3 (2.65),0.45 (0.013), Bulgaria,1628,128.6 (3.19),128.6 (3.19),0.64 (0.016), Bulgaria,1890,141.8 (3.26),141.8 (3.26),0.71 (0.016), Bulgaria,2373,170.7 (3.50),170.7 (3.50),0.85 (0.018), Bulgaria,2882,207.5 (3.87),207.5 (3.87),1.04 (0.019), Bulgaria,2417,210.8 (4.29),210.8 (4.29),1.05 (0.021), Bulgaria,1999,197.0 (4.41),197.0 (4.41),0.99 (0.022), Bulgaria,1719,190.6 (4.60),190.6 (4.60),0.95 (0.023), Bulgaria,1066,180.2 (5.52),180.2 (5.52),0.90 (0.028), Bulgaria,513,150.8 (6.66),150.8 (6.66),..,
Europe, Croatia,12885,114.0 (1.00),63.2 (0.61),.., Croatia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Croatia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Croatia,1,0.2 (0.17),0.2 (0.17),0.00 (0.001), Croatia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Croatia,8,1.2 (0.42),1.2 (0.42),0.01 (0.002), Croatia,63,8.5 (1.07),8.5 (1.07),0.04 (0.005), Croatia,173,23.3 (1.77),23.3 (1.77),0.12 (0.009), Croatia,336,46.7 (2.55),46.7 (2.55),0.23 (0.013), Croatia,707,94.7 (3.56),94.7 (3.56),0.47 (0.018), Croatia,1043,131.4 (4.07),131.4 (4.07),0.66 (0.020), Croatia,1445,175.0 (4.60),175.0 (4.60),0.87 (0.023), Croatia,1634,205.2 (5.08),205.2 (5.08),1.03 (0.025), Croatia,1714,253.5 (6.12),253.5 (6.12),1.27 (0.031), Croatia,1563,261.8 (6.62),261.8 (6.62),1.31 (0.033), Croatia,1461,235.2 (6.15),235.2 (6.15),1.18 (0.031), Croatia,1316,242.9 (6.70),242.9 (6.70),1.21 (0.033), Croatia,883,251.3 (8.46),251.3 (8.46),1.26 (0.042), Croatia,538,253.3 (10.92),253.3 (10.92),..,
Europe, Cyprus,2432,113.4 (2.30),78.5 (1.64),.., Cyprus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Cyprus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Cyprus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Cyprus,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Cyprus,2,1.2 (0.82),1.2 (0.82),0.01 (0.004), Cyprus,7,3.9 (1.46),3.9 (1.46),0.02 (0.007), Cyprus,43,25.1 (3.83),25.1 (3.83),0.13 (0.019), Cyprus,111,68.5 (6.50),68.5 (6.50),0.34 (0.033), Cyprus,198,130.0 (9.24),130.0 (9.24),0.65 (0.046), Cyprus,293,197.2 (11.52),197.2 (11.52),0.99 (0.058), Cyprus,303,218.9 (12.57),218.9 (12.57),1.09 (0.063), Cyprus,283,233.3 (13.87),233.3 (13.87),1.17 (0.069), Cyprus,334,296.1 (16.20),296.1 (16.20),1.48 (0.081), Cyprus,266,301.7 (18.50),301.7 (18.50),1.51 (0.092), Cyprus,215,291.6 (19.89),291.6 (19.89),1.46 (0.099), Cyprus,153,267.8 (21.65),267.8 (21.65),1.34 (0.108), Cyprus,117,294.0 (27.18),294.0 (27.18),1.47 (0.136), Cyprus,107,343.8 (33.23),343.8 (33.23),..,
Europe, Czech Republic,31568,118.2 (0.67),65.3 (0.40),.., Czech Republic,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Czech Republic,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Czech Republic,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Czech Republic,1,0.1 (0.07),0.1 (0.07),0.00 (0.000), Czech Republic,23,1.4 (0.29),1.4 (0.29),0.01 (0.001), Czech Republic,149,8.2 (0.67),8.2 (0.67),0.04 (0.003), Czech Republic,450,20.7 (0.97),20.7 (0.97),0.10 (0.005), Czech Republic,899,43.2 (1.44),43.2 (1.44),0.22 (0.007), Czech Republic,1379,79.6 (2.14),79.6 (2.14),0.40 (0.011), Czech Republic,2391,142.7 (2.92),142.7 (2.92),0.71 (0.015), Czech Republic,2905,168.5 (3.13),168.5 (3.13),0.84 (0.016), Czech Republic,3805,196.7 (3.19),196.7 (3.19),0.98 (0.016), Czech Republic,4961,260.0 (3.69),260.0 (3.69),1.30 (0.018), Czech Republic,4219,281.1 (4.33),281.1 (4.33),1.41 (0.022), Czech Republic,3267,297.4 (5.20),297.4 (5.20),1.49 (0.026), Czech Republic,3062,316.9 (5.73),316.9 (5.73),1.58 (0.029), Czech Republic,2405,317.8 (6.48),317.8 (6.48),1.59 (0.032), Czech Republic,1652,306.6 (7.54),306.6 (7.54),..,
Europe, Denmark,24587,176.0 (1.12),101.3 (0.69),.., Denmark,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Denmark,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Denmark,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Denmark,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Denmark,9,1.1 (0.37),1.1 (0.37),0.01 (0.002), Denmark,64,8.2 (1.03),8.2 (1.03),0.04 (0.005), Denmark,259,29.9 (1.86),29.9 (1.86),0.15 (0.009), Denmark,549,57.3 (2.45),57.3 (2.45),0.29 (0.012), Denmark,1149,114.0 (3.36),114.0 (3.36),0.57 (0.017), Denmark,1818,181.9 (4.27),181.9 (4.27),0.91 (0.021), Denmark,2680,294.5 (5.69),294.5 (5.69),1.47 (0.028), Denmark,3058,347.8 (6.29),347.8 (6.29),1.74 (0.031), Denmark,4188,456.3 (7.05),456.3 (7.05),2.28 (0.035), Denmark,4124,521.1 (8.12),521.1 (8.12),2.61 (0.041), Denmark,2128,364.6 (7.90),364.6 (7.90),1.82 (0.040), Denmark,1776,393.9 (9.35),393.9 (9.35),1.97 (0.047), Denmark,1417,403.4 (10.72),403.4 (10.72),2.02 (0.054), Denmark,1368,356.8 (9.65),356.8 (9.65),..,
Europe, Estonia,3412,96.0 (1.64),53.1 (1.00),.., Estonia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Estonia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Estonia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Estonia,0,0.0 (0.00),0.0 (0.00),0.00 (0.000), Estonia,2,0.8 (0.59),0.8 (0.59),0.00 (0.003), Estonia,18,7.8 (1.83),7.8 (1.83),0.04 (0.009), Estonia,39,17.4 (2.79),17.4 (2.79),0.09 (0.014), Estonia,86,37.4 (4.03),37.4 (4.03),0.19 (0.020), Estonia,168,75.1 (5.79),75.1 (5.79),0.38 (0.029), Estonia,291,123.2 (7.22),123.2 (7.22),0.62 (0.036), Estonia,400,161.5 (8.08),161.5 (8.08),0.81 (0.040), Estonia,434,179.6 (8.62),179.6 (8.62),0.90 (0.043), Estonia,440,201.1 (9.59),201.1 (9.59),1.01 (0.048), Estonia,371,192.9 (10.01),192.9 (10.01),0.96 (0.050), Estonia,437,211.0 (10.09),211.0 (10.09),1.06 (0.050), Estonia,354,211.8 (11.26),211.8 (11.26),1.06 (0.056), Estonia,213,166.7 (11.42),166.7 (11.42),0.83 (0.057), Estonia,159,185.3 (14.69),185.3 (14.69),..,
Europe,"*France, Bas-Rhin",3473,153.3 (2.60),96.4 (1.75),..,"*France, Bas-Rhin",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Bas-Rhin",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Bas-Rhin",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Bas-Rhin",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Bas-Rhin",2,1.2 (0.88),1.2 (0.88),0.01 (0.004),"*France, Bas-Rhin",12,7.9 (2.29),7.9 (2.29),0.04 (0.011),"*France, Bas-Rhin",33,23.5 (4.09),23.5 (4.09),0.12 (0.020),"*France, Bas-Rhin",126,80.2 (7.15),80.2 (7.15),0.40 (0.036),"*France, Bas-Rhin",229,141.4 (9.34),141.4 (9.34),0.71 (0.047),"*France, Bas-Rhin",427,264.2 (12.79),264.2 (12.79),1.32 (0.064),"*France, Bas-Rhin",419,269.8 (13.18),269.8 (13.18),1.35 (0.066),"*France, Bas-Rhin",421,292.9 (14.27),292.9 (14.27),1.46 (0.071),"*France, Bas-Rhin",396,334.8 (16.82),334.8 (16.82),1.67 (0.084),"*France, Bas-Rhin",358,401.6 (21.23),401.6 (21.23),2.01 (0.106),"*France, Bas-Rhin",351,403.0 (21.51),403.0 (21.51),2.01 (0.108),"*France, Bas-Rhin",250,302.7 (19.14),302.7 (19.14),1.51 (0.096),"*France, Bas-Rhin",263,382.9 (23.61),382.9 (23.61),1.91 (0.118),"*France, Bas-Rhin",186,291.0 (21.33),291.0 (21.33),..,
Europe,"*France, Calvados",2887,161.9 (3.01),98.7 (2.00),..,"*France, Calvados",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Calvados",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Calvados",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Calvados",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Calvados",3,2.5 (1.46),2.5 (1.46),0.01 (0.007),"*France, Calvados",9,8.8 (2.93),8.8 (2.93),0.04 (0.015),"*France, Calvados",39,38.4 (6.15),38.4 (6.15),0.19 (0.031),"*France, Calvados",82,73.4 (8.10),73.4 (8.10),0.37 (0.041),"*France, Calvados",186,164.3 (12.05),164.3 (12.05),0.82 (0.060),"*France, Calvados",305,260.9 (14.94),260.9 (14.94),1.30 (0.075),"*France, Calvados",355,298.6 (15.85),298.6 (15.85),1.49 (0.079),"*France, Calvados",307,255.6 (14.59),255.6 (14.59),1.28 (0.073),"*France, Calvados",396,355.4 (17.86),355.4 (17.86),1.78 (0.089),"*France, Calvados",316,414.2 (23.30),414.2 (23.30),2.07 (0.117),"*France, Calvados",298,400.5 (23.20),400.5 (23.20),2.00 (0.116),"*France, Calvados",185,250.4 (18.41),250.4 (18.41),1.25 (0.092),"*France, Calvados",182,291.5 (21.61),291.5 (21.61),1.46 (0.108),"*France, Calvados",224,356.7 (23.83),356.7 (23.83),..,
Europe,"*France, Doubs",1902,141.4 (3.24),87.6 (2.17),..,"*France, Doubs",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Doubs",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Doubs",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Doubs",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*France, Doubs",1,1.1 (1.08),1.1 (1.08),0.01 (0.005),"*France, Doubs",13,15.3 (4.24),15.3 (4.24),0.08 (0.021),"*France, Doubs",41,50.9 (7.95),50.9 (7.95),0.25 (0.040),"*France, Doubs",57,65.8 (8.71),65.8 (8.71),0.33 (0.044),"*France, Doubs",119,132.2 (12.12),132.2 (12.12),0.66 (0.061),"*France, Doubs",175,196.0 (14.82),196.0 (14.82),0.98 (0.074),"*France, Doubs",207,237.8 (16.53),237.8 (16.53),1.19 (0.083),"*France, Doubs",219,255.8 (17.29),255.8 (17.29),1.28 (0.086),"*France, Doubs",282,357.1 (21.27),357.1 (21.27),1.79 (0.106),"*France, Doubs",194,333.8 (23.96),333.8 (23.96),1.67 (0.120),"*France, Doubs",201,374.1 (26.39),374.1 (26.39),1.87 (0.132),"*France, Doubs",142,272.2 (22.84),272.2 (22.84),1.36 (0.114),"*France, Doubs",113,268.5 (25.26),268.5 (25.26),1.34 (0.126),"*France, Doubs",138,333.2 (28.36),333.2 (28.36),..,
